Introduction,Cluster
"Public Castration Is a Good Ideais the first live album by Americanexperimental rockbandSwans. It was originally released as a semi-officially approved bootleg throughSome Bizzare Recordsin 1986, consisting of performances recorded from shows inLondonandNottinghamon the tour for the albumsGreedandHoly Money. The performances were recorded from London'sICA, The Garage in Nottingham and London'sULU.[4] The CD edition, released by Thirsty Ear on July 6, 1999, was mastered from a vinyl source. 
An accompanying videocassette (betamax and VHS editions) of the same tour (both containing set lists that are identical to the LP) was released calledA Long Slow Screw.[5]",-1
"GeneralRobert Prescott(c.1726– 21 December 1815) was aBritish Armyofficer and colonial administrator. During a military career which spanned over fifty years, he participated in theSeven Years' Warand theAmerican War of Independence, including key engagements such as theMontreal campaign. Prescott subsequently became theGovernor of Martiniqueand then, in 1796,Governor General of the CanadasandCommander-in-Chief, North America. He was recalled to England in 1799 after conflict with theCatholic Churchand disputes withAnglo-Canadianelites over land distribution. Prescott continued to hold his position until 1807, with his lieutenant governors acting in his absence. He died in 1815 after unsuccessful attempts to clear his name.[2]",-1
Blues & Folkis an album by blues musiciansBrownie McGheeandSonny Terry. This record was recorded in 1960 and released on theBluesvillelabel.[1][2],-1
"Benjamin Drake(November 28, 1794,May's Lick,Kentucky– April 1, 1841,Cincinnati) was a historian, editor, and writer born to Isaac Drake (1756–1832) and Elizabeth Shotwell (maiden; 1761–1821). His elder brother was the physician and authorDaniel Drake. Benjamin co-founded and for seven years was the editor of theCincinnatiChronicle.",-1
"Michael Wise(born c.1647 inSalisbury, died there 24 August 1687) was an English organist and composer. He sang as a child in the choir of theChapel Royalas one of the earliest groups of choristers there after theRestorationofKing Charles II.[1] He left as his voice changed in September 1663. From 1665 to 1668, he served as alay clerkinSt George's Chapel,Windsor, andEton Collegeuntil he was appointed organist, lay vicar and choirmaster atSalisbury Cathedralon 29 April 1668. During his time there, he claimed thedeanandchapter'wrongly deflected cathedral monies', a claim he could not back up. Wise had been fairly commonly accused of neglecting his duty at Salisbury; a deputy organist and substitute instructor were paid for while Wise retained all of his stipend due to his skill and compositions. In 1683 he was accused of negligence, profanity, drunkenness 'and other excesses in his life and conversation' at the episcopal visitation. In 1676 he became aGentlemanof the Chapel Royal, while retaining his commitments in Salisbury.[1] Following the disruption of musical activities atSt Paul's Cathedralas a consequence of theGreat Fire of London, Wise was appointedalmonerand Master of the Choristers in January 1687, on the recommendation ofKing James II.[1] He was killed during a confrontation with a Salisburynight watchmanafter a quarrel with his wife (who continued to live in Salisbury[2]): He had quarrelled with his wife on some trivial matter, and rushed out of his house. The watchman met him while he was yet boiling with rage, and commanding him to stand and give an account of himself, he struck the guardian of the peace to the ground, who in return aimed a blow at his assailant with hisbill, which broke his skull, of the consequence whereof he died.[3] Peter IsaackeandJohn Blowwere appointed as his successors at Salisbury and St. Paul's, respectively. He was buried atSt Thomas's Church in Salisbury.[1] Much of his church music andcatchessurvive, mostly in manuscript form.[2] As well as Service Settings, his compositions includeanthemssuch as:[4] Wise also composed some catches and at least one once famousdrinking song,Old Chiron. He often composed for the unusual combination of a duet of bass and treble voices – for instance, inOld ChironandThe Ways of Zion do mourn. The choir ofGonville and Caius College, Cambridgeissued a CD of Wise's Sacred Choral Music in 2008.[5]",-1
"Stanley & Shek O(Chinese:赤柱及石澳) is one of the 17 constituencies in theSouthern District, Hong Kong. The constituency returns one district councillor to theSouthern District Council, with an election every four years. Stanley & Shek O constituency has an estimated population of 22,258.[3]",-1
"Asclettin Drengot(alsoAscletinorAsclettino) was the son ofAsclettin, count ofAcerenza, brother ofRainulf Drengot, whom he succeeded in thecounty of Aversain 1045.[1]He was duly elected by the Norman nobles of Aversa and invested with the countship by his suzerain,Guaimar IV of Salerno. Asclettin did not immediately come into possession of theduchy of Gaeta, which Ranulf had ruled as a vassal of Guaimar. Instead, the Gaetans choseAtenulf, Count ofAquino, as duke. Guaimar attacked and defeated him on behalf of Asclettin, but in return for his assistance againstPandulf the Wolf, then assaultingMonte Cassino, he freed him and confirmed in Gaeta. Asclettin only ruled a few months before dying prematurely.[2]He was succeeded by his cousinRainulf Trincanocte. His younger brotherRichardlater succeeded to Aversa and brought the family theprincipality of Capuaas well.",-1
"The1994 Air Force Falcons football teamrepresented theUnited States Air Force Academyas a member of theWestern Athletic Conference(WAC) during the1994 NCAA Division I-A football season. Led by 11th-year head coachFisher DeBerry, the Falcons compiled an overall record of 8–4 with a mark of 6–2 in conference play, placing in a three-way tie for second in the WAC. The team played home games atFalcon StadiuminColorado Springs, Colorado",-1
"Michael Charles Leach(March 9, 1961 – December 12, 2022) was an Americancollege footballcoach who primarily coached at theNCAA Division I FBSlevel. Nicknamed the Pirate, he was a two-time national coach of the year, three-time conference coach of the year and the mastermind behind the NCAA record-settingair raid offense. He was the head coach atTexas Tech Universityfrom 2000 to 2009, where he became the winningest coach in school history.[1]After Texas Tech, he coached atWashington State Universityfrom 2012 to 2019, where he recorded the third-most wins of any coach in school history.[2]He then coached atMississippi State Universityfrom 2020 until his death in 2022.[3] Leach was known for directing offenses using lots of passing to several receivers, in aspreadsystem known as the air raid, which Leach developed withHal Mummewhen Mumme was head coach and Leach was offensive coordinator atIowa Wesleyan,Valdosta State, andKentuckyin the 1990s. Leach's offenses with Mumme, and later as a head coach himself, have broken numerous school andNCAArecords.[4]On eighteen occasions, Leach led his unranked team to victory over a team ranked in theAP poll, which is the most in the AP era.[5]",-1
"Emma Weiß(also spelledWeiss, born 22 January 2000) is a Germanfreestyle skierwho competes internationally.[2] She competed in theFIS Freestyle Ski and Snowboarding World Championships 2021, where she placed eleventh inwomen's aerials.[3]",2
Meriania campiiis a species ofplantin the familyMelastomataceae. It isendemictoEcuador.  Its naturalhabitatis subtropical or tropical moistmontane forests.[1],0
"TheMcDonnell Douglas High Speed Civil Transportwas a proposedsupersonicairliner design that was the subject of internal andNASAcontract studies in 1996. It was envisioned at a time when the company was struggling to compete in the commercial aviation market and would ultimately never progress beyond a paper design.[1] Design goals envisioned a 300-passenger capacity with a 5,000 nautical mile range. Projected cruise speed was between Mach 1.6 and Mach 2.4.[1] McDonnell Douglas conducted internal and NASA contract studies to determine the market  requirements for aHigh Speed Civil Transport(HSCT) and resolve environmental, economic and technical issues. McDD is participating in an international study group exploring the HSCT concept, with Aerospatiale, Boeing, British Aerospace Daimler-Benz, Japan Aircraft Industries, Alenia and Tupolev.[1] A first flight was envisioned for 2003, with certification projected in 2005–2006. A market for between 500 and 1,500 was also forecast. In the event, none were built and the aircraft remained a paper project. A conceptual design illustration showed a long narrow fuselage with four podded engines under sharply raked fixed delta wings mounted low at mid-fuselage and a swept cruciform tail, looking not unlike the cancelledBoeing 2707.[1]",-1
"Stompin 76 Music Festivalwas known as the Woodstock ofBluegrass.[1]The 3 day camp-out music festival took place from Friday through to Sunday, August 6, 7, and 8 in1976, eight miles north ofGalax, VAat the New River Jam Site, owned by the Lawson family.[2]",-1
"Alvania huetiis aspeciesof smallsea snail, amarinegastropodmolluskormicromolluskin thefamilyRissoidae.[1]",0
"Nami Nemoto(根本 奈美,Nemoto Nami, born 24 March 1975)is a Japanesespeed skater. She competed at the1998,2002and the2006 Winter Olympics.[1]",2
"Len Lungo(born 1950) is aScottishrace horse trainer and formerjockey. Len Lungo is based at Hetland Hill stables inDumfriesshireoverlooking theSolway Firth.[1] In 2001, Len Lungo's work was impacted due to government placed restrictions regarding animals in light of thefoot and mouthdisaster.[2] Len Lungo broke the late Ken Oliver's Scottish record for the most wins in a National Hunt season. Lungo extended that record again in subsequent years setting a new personal best of 63 winners in season 2002–3. In the two seasons following, the number of winners dropped to 47 and 56, still comfortably ahead of any other Scottish trainer but disappointing by the high standards he sets himself.[3] As of June 2009, it has been reported by the Elite Racing Club that Len is cutting back his training interests with a view to letting out the train facilities atCarrutherstown. Len Lungo is a fan ofDumfriesfootball clubQueen of the South.[4][5]",-1
The following is the standings of the Futsal Super League's 2008/09 season.,-1
"BaronWaldemar Konrad von Zedtwitz(May 8, 1896 – October 5, 1984)[1][2]was aGerman-born Americanbridgeplayer and administrator.",-1
William Gumley(28 June 1923 – 14 August 1988) was an Australiancricketer. He played in twofirst-classmatches forQueenslandin 1948/49.[1],-1
"Byron Reuben Mtonhodzi Hove(1940-1999) was aZimbabweanpolitician who served as justice minister inZimbabwe RhodesiawithHilary Squiresas co-minister, and subsequently in the post-independenceParliament of Zimbabwe. He supported and participated in Prime MinisterIan Smith'sInternal Settlement.[1]He later served asZANU-PFMP forGokwe[2]until April 1986 when he lost his position for misdemeanors.[3] On April 18, 1978, he was unexpectedly fired after he criticized the government for excluding blacks from high-level jobs.[4] In 1980 Hove was thrown out of Parliament after he openly criticized theMugabe administrationfor corruption, saying, there are two laws – one for the leaders and one for the people.[5]",-1
"In computer science and visualization, acanvasis acontainerthat holds various drawing elements (lines, shapes, text, frames containing others elements, etc.). It takes its name from thecanvasused in visual arts.  It is sometimes called ascene graphbecause it arranges the logical representation of a user interface or graphical scene. Some implementations also define the spatial representation and allow the user to interact with the elements via agraphical user interface.[1] Variousfree and open-sourcecanvas or scene-graphlibrariesallow developers to construct a user interface and/or user-interface elements for their computer programs. Examples of free and open-source scene-graph canvas options include: Some canvas modules within various libraries do not provide the power of a full scene-graph - they operate at a lower level which requires programmers to provide code such as mapping mouse-clicks to objects in the canvas. Examples of libraries which include such a canvas module include: Proprietary canvas libraries include, for example:",-1
"Compliance trainingrefers to the process of educating employees on laws, regulations and company policies that apply to their day-to-day job responsibilities. An organization that engages in compliance training typically hopes to accomplish several goals: (1) avoiding and detecting violations by employees that could lead to legal liability for the organization; (2) creating a more hospitable and respectful workplace; (3) laying the groundwork for a partial or complete defense in the event that employee wrongdoing occurs despite the organization's training efforts; and (4) adding business value and a competitive advantage.[1]",-1
"By Any Meansis the eleventh commercial mixtape by American rapperKevin Gates. It was released on March 17, 2014, by his Breadwinners Association label, distributed byAtlantic Records. The mixtape debuted at number 17 on theBillboard200, selling 17,000 copies in the United States.[1]OnDatPiff, this mixtape has been downloaded over 1,038,543 times, as of January 22, 2019.[2]",-1
"Karen Blachford(born January 26, 1966) is a Canadianwheelchair curler. She was on the team that won gold in wheelchair curling at the2006 Winter Paralympics.[1]",2
"Katie Arnoldi(born February 24, 1959) is an Americanmainstreamfiction writer and former bodybuilder.[1][2][3][4][5]She has published three novels,Chemical Pink(Bloomsbury, 2001),The Wentworths(Overlook, 2008), andPoint Dume(Overlook, 2010). Arnoldi lives in Southern California with her husband, the painterCharles Arnoldi,[6]and their two children.",-1
"Sidney James Barton(5 March 1909 – 20 January 1986) was aBritishpolitician and trade unionist. Barton grew up inWandsworthbefore becoming a laboratory technician with theMetropolitan Asylums Board.  He joined theNational Union of Public Employees(NUPE), and began working full-time for the union in 1934.  He also joined theLabour Party, and in 1945 was elected to bothSurrey County Counciland theMunicipal Borough of Sutton and Cheam, serving a single term on each.  In 1952, he was elected as vice-chair of theLondon Trades Council, eventually becoming chair in 1970.[1] In 1950, Barton was elected to the executive of theLondon Labour Party.  In 1953, he was appointed toLondon County Council, as analderman, and he wasChairman of London County Councilin 1959/1960.  He continued in his trade union post, and from 1962 served as a national officer of NUPE.  In 1964, he was additionally appointed as an alderman in the newLondon Borough of Sutton. In November 1969, Barton was appointed a part-time member of theLondon Transport Board[2]He retired from most of his posts in 1974, and left the executive of the London Labour Party in 1978.[1]",-1
"GinaBoom BoomGuidi(born May 19, 1962) is an American professional femaleboxer, and a three-time champion of the world. She was inducted into theInternational Women's Boxing Hall of Famein 2021.[1][2] Guidi began boxing with her brothers at the local police athletic league as a teen, and has been boxing for more than 25 years. With an undefeated amateur record of 12-0 with nineknock outs(KOs), she went professional in 1994. Guidi regularly donates time and money to non-profit organizations, includingdomestic abuseprevention andAIDS researchprograms.[3] Guidi islesbianand has publicly supported variousgaycauses,The Advocate (LGBT magazine)noted her as one of the few visible out lesbian boxers in 2003.[4] Her professional record is 16-1-1 with six of her wins being by KO. Her only loss was toMary Ann Almager.",-1
"Solbjørg Højfeldt(born 10 June 1947, in Copenhagen) is aDanishactress.[1]She has performed in more than fifty films since 1978. She is married to Danish actorHenning Jensen.",-1
"Mission Detroitwas a pre-dawnglider-bornecombat assault in theAmerican airborne landings in Normandy, made by elements of theU.S. 82nd Airborne Divisionon the early morning of June 6, 1944, duringWorld War II. It was part ofOperation Neptune, the assault portion of theAlliedinvasion of Normandy,Operation Overlord. Originally slated to be the main assault for the 82nd Airborne, the glider operation instead became the first reinforcement mission after the mainparachute combatassault,Mission Boston. The landing zone for mission Detroit was nearSainte-Mère-Église, to the west ofUtah Beach. The objective of the division was to secure the town ofSainte-Mère-Égliseand to take the bridges along theMerderet River. By doing this, theU.S. 4th Infantry Divisioncoming in atUtah Beachwould have easy access to making their way northwards towards the ports atCherbourg. Casualties for the 82nd Airborne Division onD-Daywere about 1,260 of 6,600, or about 20%. On 6 June 1944 the heavier elements of the division landed by glider inMission Elmira.",-1
"Cue reactivityis a type of learned response which is observed in individuals with anaddictionand involves significantphysiologicalandpsychologicalreactions to presentations of drug-relatedstimuli(i.e.,drug cues).[1][2]The central tenet of cue reactivity is that cues previously predicting receipt of drug reward under certain conditions can evoke stimulus associated responses such as urges to use drugs.[3]In other words, learned cues can signaldrug reward, in that cues previously associated with drug use can elicit cue-reactivity such as arousal, anticipation, and changes in behavioral motivation.[4][3]Responses to a drug cue can bephysiological(e.g., sweating, salivation, brain activity),behavioral(e.g., drug seeking), or symbolic expressive (e.g., craving).[3]The clinical utility of cue reactivity is based on the conceptualization that drug cues elicit craving which is a critical factor in the maintenance and relapse to drug use.[5][6]Additionally, cue reactivity allows for the development of testable hypotheses grounded in established theories of human behavior.[4]Therefore, researchers have leveraged the cue reactivity paradigm to studyaddiction, antecedents of relapse, andcraving, translate pre-clinical findings to clinical samples, and contribute to the development of new treatment methods.[4]Testing cue reactivity in human samples involves exposing individuals with a substance use disorder to drug-related cues (e.g., cigarettes, alcohol,drug paraphernalia) and drug neutral cues (e.g., pencils, glasses of water), and then measuring their reactions by assessing changes in self-reported drug craving and physiological responses (e.g., blood pressure, salivation, brain activity).[4][7]",-1
"Tribhuvana Mahadevi IIalso known asPrithivi Mahadevi, was thequeen regnantof the IndianBhauma-Kara dynasty's Kingdom ofToshalainKalinga[1]in 890-896 AD.[2] She was born to kingJanmejaya Iof theSomavamshi dynastykingdom. She was married to Subhakara IV or Kusumahara II (r. 865-882). The couple had no survivning heir. When her spouse died, he was succeeded by his brother Sivakaradeva III (r. 882-890). When king Sivakaradeva III died in 890, she succeeded him on the throne. This was possibly because of the influence of her father. She is known to have given great tribute to her father in her charters. According to the Brahmesvara inscription of Somavamsi from the reign of King Udyotakesari Mahabhavagupta, her father Janmejaya “drew to himself the fortune of the King of Odra country, who was killed in battle by his Kunta.” Her reign was supported by her father. When the Kalachuri king Sankaragana invaded Kosala, and her father Janmejaya I engaged in combat with the aggressor, the Bhauma-Kara dynasty’s officials supported a coup by the queen's sister-in-law, the widow of Sivakaradeva III, who deposed Tribhuvana Mahadevi II and replaced her on the throne asTribhuvana Mahadevi III.[3] After the deposition, former queen Tribhuvana Mahadevi II returned to live with her father in Kosala.",-1
"The2012 Boodles Challengewas an exhibition tournament held before Wimbledon to serve as a warm-up to players. Taking place from 19 June 2012 to 23 June 2012 atStoke Parkin London, it was the 11th edition of theBoodles Challenge.Marin Čilićwon the title.[1]",-1
"Adrien Charles Joseph Robert de Wendel d'Hayange(9 May 1847 – 27 August 1903), often known asRobert de Wendel, was a French steelmaker, heir of a long line ofLorraineindustrialists. 
He and his brother Henri ran several large steelworks in Lorraine.
From 1898 until his accidental death in 1903 he was president of theComité des forges, the French steelmakers' association.",-1
"Humanitarian engineeringis the application of engineering for humanitarian aid purposes. As a meta-discipline of engineering, humanitarian engineering combines multiple engineering disciplines in order to address many of the world's crises and humanitarian emergencies, especially to improve the well-being of marginalized populations.[1]",-1
TheConvention of Scutari[1](Modern Turkish:İşkodra Barışı) was a treaty signed between theOttoman Empireand thePrincipality of Montenegroon 31 August 1862.[1],-1
"Torsten Nielsen(born 5 March 1967)[1]is a Danish politician and formerreal estate agent. He was mayor ofViborg Municipalityfor theConservative People's Partyfrom 3 September 2014 to 31 December 2017. Nielsen worked as a licensed real estate agent between 1992 and 2021, and he was elected to theViborg Municipalitycity council in 2009, where he was re-elected in 2013.[1]Nielsen succeeded the former mayor,Søren Pape Poulsen, when he was appointed as the new leader of theConservative People's Partyin 2017.[2] Nielsen is a licensed real estate agent and started running his own business in 1992, first in his hometownSparkjær, before moving toStoholmin 2012.[1][3]In 2021, he sold his real estate agency to focus full-time on his job in the Viborg city council.[4] Nielsen ventured into local politics during discussions surrounding school closures.[1]He was first elected to the Viborg City Council in 2009 and subsequently re-elected in both 2013 and 2017.[1]Following the 2013 election, he assumed the role of chairman of the Municipality's Climate and Environment Committee.[2]On 3 September 2014, he took over as mayor following the departure ofSøren Pape Poulsen, who became the new leader of theConservative People's Party, whileSocial DemocratFlemming Lund assumed Nielsen's former position as chairman of the Climate and Environment Committee.[5]However, Nielsen faced defeat by fellowVenstrecandidateUlrik Wilbekin the contest for the mayor's position in Viborg during the2017 Danish local elections.[6]",-1
"TheKashmir markhor,Pir Panjal markhor, orflare-horned markhor(Capra falconeri cashmiriensis) is a possiblesubspeciesofCapra falconeriendemic to theWestern HimalayasofIndiaandPakistan. Many, including theIUCN, do not consider it a separate subspecies.[2] These markhors are hunted as part of a community-based hunting program. In the past, according to a survey conducted by CITES and theWWFwith help from the KPK wildlife department, only 300 Markhors were counted. Then government started the community-based hunting program and issued 4 hunting permits per year. It also required that 80% of the revenue collected through trophy hunting be donated to the local community, which encouraged locals to stop poaching it as a source of food. This hunting program succeeded and a more recent survey counted 4000 markhors. This animal is easier to hunt than the Astor markhor or Suleman markhor but the hunter must be in good physical condition. A 40-inch horn is considered representable.",-1
"Haruo Matsuoka(松岡晴夫, born 1958). Born in Osaka, Matsuoka was first introduced to martial arts throughjudoas part of his required physical education curriculum in high school. His father, Shiro Matsuoka, then enrolled Haruo in a summer camp where he would witness his firstaikidodemonstration.[1] Returning home from summer camp, Haruo began taking aikido classes at a local dojo, but his teacher wasn't very good. In 1975,Steven Seagalbegan teaching aikido in Japan with his then wife, Miyako Fujitani, the daughter of an aikido sensei and2nd danaikidoka herself, at her father's dojo.[2] Matsuoka would remark toBlack Belt Magazinein 2014,“When I first met Seagal sensei, his Japanese wasn't so fluent, but his technique was remarkable — unlike what I'd seen before. He was so fast, very fluid. Seeing him doing aikido changed my life.Matsuoka signed up on the spot.[1] By 1978, Matsuoka had earned his black belt ranking and began teaching classes in Japan with Seagal & Fujitani. In 1983, he would follow Seagal to Los Angeles to open their first dojo. The first years were difficult as Americans didn't understand what aikido was or had any concept what its benefits were, but that changed when Seagal's Above the Law was released in 1988, showcasing his modern style of aikido for a wider audience, creating a resurgence in popularity for aikido around the world.[1] Matsuoka continued to serve as chief instructor at Seagal's dojo while Seagal's career took off, eventually leaving in 1997 to return to Japan and the roots of aikido he felt had diverged with Seagal. He would seek outSeiseki Abe, one of aikido founderMorihei Ueshiba's most revered students and also Ueshiba's teacher inJapanese calligraphy.[3][4] Matsuoka would receive his 5th dan ranking from Abe and return to Los Angeles in 1999 to continue his mission of promoting Japanese culture through aikido, opening dojos in Culver City and Irvine. Matsuoka then founded the Aikido Doshinokai Association to tie together the many adherents of his particular style combining the original fluidity taught by Ueshiba with the harder style of Seagal.[5] Matsuoka continues to seek further mastery in aikido, receiving his 6th dan fromMoriteru Ueshiba, Morihei's grandson and current Doshu (hereditary head) of theaikikaiin 2012, and formally recognized asshihanby the Aikikai Foundation in 2020. He has participated in exchange programs with martial arts masters of other disciplines such asDan Inosanto(disciple of Bruce Lee), and Kenji Yamaki (1995 Kyokushin Karate World Champion), and continues to teach, participating in regular seminars for students around the world in Belgium, France, Poland, Spain, Italy, as well as at his own schools in Los Angeles.[6][7]",-1
"Lasse Korhonen(born 1 April 1984) is aFinnishformer professionalice hockeyplayer who played forLukko,HIFK, andTapparaof theSM-liiga.[1]",6
"Vyuham,also known asVyooham, is a 2024 IndianTelugu-language biographicalpolitical thrillerfilm written and directed byRam Gopal Varma.[1][2]The film revolves around the unexpected events that led to theuntimely deathofformer Chief Minister of Andhra PradeshY. S. Rajasekhara Reddyand the subsequent events surrounding the creation of theYSR Congress Party, led by his sonY. S. Jagan Mohan Reddy.[3][4][5]The first part of the film was theatrically released on 2 March 2024, and the Part II titledShapathamwas released on 8 March 2024.[6]",-1
"TheÉditions Vagabonde, established in 2002, is an independent Frenchpublishing house. They focus on literature, proposing classical authors or frondeurs. On 10 November 2012, Danièle Robert was awarded theNelly Sachs Prizefor her (bilingual) translation and critical edition ofRime, byGuido Cavalcanti. The work was published in March 2012 by vagabonde.",-1
Oxycanus rileyiis amothof the familyHepialidae. It is found inNew Guinea.,0
"Lal Mohan Guptais an Indian politician,[1]currently serving as a member of theBihar Legislative Councilsince 2024.[2]He is a member of theBharatiya Janata Party.[3][4]",-1
"Enrique Clemente Maza(born 4 March 1999) is a Spanishfootballerwho plays forReal Zaragoza, on loan fromUD Las Palmas. Mainly acentral defender, he can also play as aleft back. Born inZaragoza, Clemente was aReal Zaragozayouth graduate. He made his senior debut withthe reserveson 14 January 2018, starting in a 1–2Segunda División Bhome loss againstLleida Esportiu. Clemente was definitely promoted to the B-side in July 2018, after theirrelegationtoTercera División.[1]In September, he suffered a seriouskneeinjury,[2]being sidelined for the remainder ofthe season; on 1 October, he extended his contract until 2022, being definitely promoted to the main squad ahead of the2019–20 campaign.[3] Clemente made his professional debut on 30 August 2019, playing the full 90 minutes in a 1–0 home win againstElche CFin theSegunda Divisiónchampionship.[4]On 1 October of the following year, he moved to fellow second division sideUD Logroñés, on loan for one year.[5] Clemente scored his first goal as a senior on 1 December 2021, in aCopa del Reymatch againstCD Mensajero.[6]The following 8 January, he was loaned to fellow second division sideReal Sociedad Bfor the remainder ofthe season.[7] On 27 August 2022, Clemente signed a contract with fellow second level teamUD Las Palmas.[8]On 1 August of the following year, afterachieving promotiontoLa Liga, he renewed his contract until 2026 and was immediately loaned toRacing de Ferrol,newly-promoted to the second division.[9] On 27 August 2024, Clemente returned to his first club Zaragoza on a one-year loan deal.[10]",2
"St. Aignan's trumpet-eared bat(Kerivoula agnella), also known as theLouisiade woolly bat, is a species ofvesper batin the familyVespertilionidae. It is found only inPapua New Guinea, and is only endemic to the islands, not the mainland.[2]The species has been recorded on the islands ofFergusson,Vanatinai,Woodlark, andMisima.[1]Its naturalhabitatis subtropical or tropical dryforests.",-1
Events from the year1617 in Ireland.,-1
"Crawfish Monicais aLouisianafood tradition. Ingredients includepasta(oftenrotini),crawfishtail meat, onion, garlic,creoleseasoning, cream, wine, salt, pepper, and butter. The dish was created by chefPierre Hilzimwho is the head of Kajun Kettle Foods. He named it after his wife Monica Davidson.[1]Parsley can be used as a garnish. Shrimp, crabmeat and oysters can be substituted for crawfish.",-1
The Power of Sexis the second album by GermanEurodancegroupE-Rotic. It was released in Europe in June 1996.,-1
"Seethalakshmi Prakash(born 7 May 2005) is an Indian singer. She rose to fame in 2020 when she was crowned Flowers TV Top Singer, winning the marathon first season of the popularFlowers TVseries, Top Singer.[1][2] She has recorded over 20 songs inMalayalamand made guest television and video-link concert appearances in India and abroad. She has performed on multiple albums, collaborating with musicians likeVidyadharan MasterandAbhijith Kollam. She has over 300,000 followers on social media.[3]",-1
"Manichitrathazhu(transl.The Ornate Lock) is a 1993 IndianMalayalam-languageepicpsychological horrorfilm directed byFazil, written byMadhu Muttamand produced bySwargachitra Appachan.[4]The film starsMohanlal,ShobanaandSuresh Gopi. It also featuresThilakan,Nedumudi Venu,Innocent,Vinaya Prasad,K. P. A. C. Lalitha,Sridhar,K.B. Ganesh Kumar,Sudheesh.[5]The story is inspired by a tragedy that happened in theAlummoottiltharavadlocated at Muttom (nearHaripad), belonging to centralTravancore. The  inheritor of the Alummoottil property and hisdomestic workergirl were murdered by the son-in-law after he had been written-off from themarumakkathayamsystem of inheritance prevalent inKeralaat the time. The murder gave rise to many local legends which serve as the basis for the film. Muttam, the writer of the film, is a member of the Alummoottil tharavad through his maternal family.[6] Sibi Malayil,PriyadarshanandSiddique–Lalserved as thesecond-unit directors, who worked separately but simultaneously with Fazil to significantly speed up the filming process. The cinematography was done byVenu, Anandakuttan andSunny Josephserved as the second-unit cinematographers, the film was edited by T. R. Shekar. The original songs were composed byM. G. Radhakrishnan, while theoriginal scorewas composed byJohnson. Mohanlal, though credited as a lead actor, has been noted to have only anextended cameo, the main role being that ofShobhana,[7]who won theNational Film Award for Best Actressfor her portrayal of Ganga / Nagavalli. The film won theNational Film Award for Best Popular Film Providing Wholesome Entertainment.[8][9]The film also won three Kerala state awards -- Best Film with Popular Appeal and Aesthetic Value (1994),Best ActressandBest Make-up Artist(PN Mani).[10] The film dealt with an unusual theme which was not common inIndian cinemaat the time.[11]The film completed 300 days of run in many theatres.[12][13]Manichitrathazhuwas remade in four languages – inKannadaasApthamitra(2004) (with some plot changes) which in turn was remade inTamilasChandramukhi(2005), inBengaliasRajmohol(2005) and inHindiasBhool Bhulaiyaa(2007)– all being commercially successful. Madhu has been credited as the sole writer for the remakes after he filed acopyright suitagainst Fazil when the latter started being listed as the writer of the original script in the remakes.[6][14]Geethaanjali, a spin-off directed by Priyadarshan with Mohanlal reprising the role of Dr. Sunny Joseph was made in 2013. Manichitrathazhuis considered by many critics asone of the best filmsinMalayalam cinemaand developed acult following, years after its release.[15]It has also been regarded as one of the bestpsychological thrillersin Indian cinema.[16]It was listed among the 70 Iconic Films of Indian Cinema byMintin 2017.[17]A digitally remastered4KDolby Atmosversion ofManichitrathazhuwas released in theatres on 17 August 2024.[18]",-1
"Hexen: Beyond Hereticis afirst-person shootervideo gamedeveloped byRaven Softwareand published byid SoftwareforMS-DOS. It is the sequel to 1994'sHeretic, and the second game in Raven Software's Serpent Riders trilogy, which culminated withHexen II. The title comes from theGermannounHexen, which means witches, and/or the verbhexen, which means to cast aspell. Game producer John Romero stated that a third, unreleased game in this series was to be calledHecatomb.[6] Hexen: Beyond Hereticmet with highly positive reviews upon release, though the various 1997 console ports were negatively received because of problems withframe rateand controls and the aging of the game itself. Critical plaudits for the game centered on thenon-linearleveldesign and the selection of three playable characters, each offering a distinct gameplay experience.",-1
"Yohei Takaoka(高丘 陽平,Takaoka Yohei, born March 16, 1996)is a Japanese professionalfootballerwho plays as agoalkeeperforMajor League Soccerclub,Vancouver Whitecaps.[1]",6
"Saleem Shahzad(11 July 1958 – 8 July 2018) born Syed Saleem Ul Haque, was a Pakistani politician associated with theMQM. He was born Syed Salimul Haq.[1]As a student at Urdu Science College, Karachi, Shahzad joined theMohajir Student Organisationin 1979.[2][1]He was a founding member of its successor, theMuttahida Qaumi Movement, and elected to the Karachi municipal council in 1987.[1]Shahzad was seated in theNational Assembly of Pakistanin 1988, representingOrangi Town. His opponent, Afaq Khan Shahid, won roughly 18,000 votes, while Shahzad received over 82,000 votes. He won reelection in 1990 with over 93,000 votes.[1]Many MQM members were targeted duringOperation Clean-up, and as a result Shahzad moved to the United Kingdom. While in exile, Shahzad remained active in MQM's London faction.[2][1]He was expelled from the party for the first time in 2009, and later resumed membership.[2][1]Beginning in 2010, Shahzad scaled back his involvement with MQM due to a disagreement withAltaf Hussain.[2][3]Shahzad was suspended from the party in 2013 and subsequently expelled for a second time in 2014.[2][1]He was diagnosed with liver and kidney cancer in 2015.[1]Shahzad returned to Pakistan in February 2017, and was arrested. After his release in June,[4]Shahzad was diagnosed with cancer and tried to find treatment. Shahzad attempted a political comeback by founding his own party, but joined thePakistan Tehreek-i-Insafin January 2018.[2][1][3]He died of lung cancer in London on 8 July 2018, aged 62.[3][4]",-1
